measurement,one_way_delay_us
672,0.268302
673,0.278007
674,0.278390
675,0.278384
676,0.268302
677,0.278024
678,0.278393
679,0.278411
680,0.268262
681,0.277843
682,0.278365
683,0.278378
684,0.268242
685,0.277899
686,0.278368
687,0.278366
688,0.268283
689,0.277873
690,0.278395
691,0.278400
692,0.268289
693,0.277955
694,0.278387
695,0.278380
696,0.268309
697,0.278019
698,0.278405
699,0.278396
700,0.268264
701,0.277954
702,0.278317
703,0.278341
704,0.268281
705,0.277989
706,0.278389
707,0.278405
708,0.268300
709,0.278016
710,0.278397
711,0.278412
712,0.268281
713,0.277962
714,0.278371
715,0.278381
716,0.268312
717,0.278021
718,0.268306
719,0.259375
720,0.269164
721,0.278223
722,0.278385
723,0.268254
724,0.277963
725,0.278389
726,0.278404
727,0.268297
728,0.257387
729,0.267990
730,0.256510
731,0.266281
732,0.276068
733,0.268329
734,0.258168
735,0.267914
736,0.277757
737,0.278388
738,0.278394
739,0.268295
740,0.277966
741,0.278391
742,0.278408
743,0.268280
744,0.277965
745,0.278346
746,0.278403
747,0.268309
748,0.278020
749,0.278374
750,0.278415
751,0.268304
752,0.277975
753,0.278370
754,0.278364
755,0.268258
756,0.277965
757,0.278387
758,0.278398
759,0.268287
760,0.277955
761,0.278386
762,0.278405
763,0.267935
764,0.277604
765,0.278358
766,0.278397
767,0.268298
768,0.278005
769,0.278383
770,0.278400
771,0.268311
772,0.277997
773,0.278377
774,0.278392
775,0.268305
776,0.278011
777,0.278387
778,0.278399
779,0.268274
780,0.277928
781,0.278385
782,0.278390
783,0.268278
784,0.277991
785,0.278351
786,0.278390
787,0.268312
788,0.278007
789,0.278388
790,0.278399
791,0.268285
792,0.277971
793,0.278383
794,0.278377
795,0.268286
796,0.278008
797,0.278393
798,0.278395
799,0.268290
800,0.277968
801,0.278380
802,0.278298
803,0.268250
804,0.277958
805,0.278370
806,0.278372
807,0.268273
808,0.277969
809,0.278367
810,0.278383
811,0.268287
812,0.277975
813,0.278370
814,0.278375
815,0.268276
816,0.277972
817,0.278374
818,0.257866
819,0.267659
820,0.277495
821,0.278363
822,0.278355
823,0.278369
824,0.278356
825,0.278376
826,0.278349
827,0.278371
828,0.278390
829,0.278378
830,0.278389
831,0.278391
832,0.278390
833,0.278386
834,0.278371
835,0.278389
836,0.278392
837,0.278375
838,0.278395
839,0.278381
840,0.278389
841,0.278397
842,0.278395
843,0.278377
844,0.257914
845,0.267688
846,0.277499
847,0.278377
848,0.278391
849,0.278405
850,0.278392
851,0.278385
852,0.278392
853,0.278343
854,0.278355
855,0.278389
856,0.278395
857,0.278383
858,0.278380
859,0.278383
860,0.278390
861,0.278393
862,0.278382
863,0.278381
864,0.278387
865,0.278398
866,0.278394
867,0.278333
868,0.278389
869,0.278400
870,0.278408
871,0.278404
872,0.278388
873,0.278386
874,0.278388
875,0.278391
876,0.278387
877,0.278388
878,0.278356
879,0.278389
880,0.278379
881,0.278376
